id,statement,relation,ground_truth,prediction,correct,raw_output,image_url
1177,The cat is on top of the car.,on top of,False,True,False, True,http://images.cocodataset.org/train2017/000000565797.jpg
1178,The bench is parallel to the person.,parallel to,True,True,True, True,http://images.cocodataset.org/train2017/000000385504.jpg
1179,The cake is at the right side of the laptop.,at the right side of,True,False,False, False,http://images.cocodataset.org/train2017/000000531049.jpg
1180,The bench is at the left side of the person.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000058836.jpg
1181,The giraffe is on the elephant.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000538006.jpg
1182,The bed is below the suitcase.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000236243.jpg
1183,The banana is left of the person.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000084959.jpg
1184,The person is touching the sandwich.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000360031.jpg
1185,The dining table is touching the person.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000278890.jpg
1186,The keyboard is under the cake.,under,False,True,False, True,http://images.cocodataset.org/train2017/000000026893.jpg
1187,The dog is off the keyboard.,off,False,True,False, True,http://images.cocodataset.org/train2017/000000426842.jpg
1188,The keyboard is touching the person.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000062175.jpg
1189,The dog is in the suitcase.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000271588.jpg
1190,The person is touching the sheep.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000402454.jpg
1191,The umbrella is over the sandwich.,over,True,True,True, True,http://images.cocodataset.org/train2017/000000290201.jpg
1192,The couch is above the hot dog.,above,False,False,True, False,http://images.cocodataset.org/train2017/000000581451.jpg
1193,The bus is far from the parking meter.,far from,False,False,True, False,http://images.cocodataset.org/train2017/000000485064.jpg
1194,The cat is in front of the potted plant.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000148705.jpg
1195,The toaster is left of the bowl.,left of,False,True,False, True,http://images.cocodataset.org/train2017/000000515202.jpg
1196,The person is behind the elephant.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000041649.jpg
1197,The umbrella is under the bird.,under,False,True,False, True,http://images.cocodataset.org/train2017/000000379558.jpg
1198,The bird is at the back of the person.,at the back of,True,True,True, True,http://images.cocodataset.org/train2017/000000371256.jpg
1199,The bed is touching the book.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000274108.jpg
1200,The cat is on top of the laptop.,on top of,False,True,False, True,http://images.cocodataset.org/train2017/000000529649.jpg
1201,The cat is on the suitcase.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000127477.jpg
1202,The bird is facing the elephant.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000099628.jpg
1203,The dog is behind the apple.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000019528.jpg
1204,The person is at the left side of the oven.,at the left side of,False,True,False, True,http://images.cocodataset.org/val2017/000000280930.jpg
1205,The dining table is next to the dog.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000281764.jpg
1206,The cat is on the bicycle.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000371890.jpg
1207,The dining table is beneath the train.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000537807.jpg
1208,The dog is touching the pizza.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000207889.jpg
1209,The dining table is touching the pizza.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000536169.jpg
1210,The sandwich is at the left side of the laptop.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000349230.jpg
1211,The refrigerator is behind the person.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000160267.jpg
1212,The tie is around the person.,around,True,True,True, True,http://images.cocodataset.org/train2017/000000446260.jpg
1213,The car is far away from the pizza.,far away from,True,False,False, False,http://images.cocodataset.org/train2017/000000501723.jpg
1214,The truck has as a part the cow.,has as a part,True,True,True, True,http://images.cocodataset.org/train2017/000000387136.jpg
1215,The cat is on top of the microwave.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000421457.jpg
1216,The cake is next to the wine glass.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000460578.jpg
1217,The cat is on top of the car.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000027674.jpg
1218,The cup is under the cow.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000443397.jpg
1219,The person is facing away from the keyboard.,facing away from,True,True,True, True,http://images.cocodataset.org/train2017/000000544046.jpg
1220,The truck is far away from the horse.,far away from,False,False,True, False,http://images.cocodataset.org/train2017/000000254357.jpg
1221,The hot dog is touching the person.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000007961.jpg
1222,The oven is right of the cat.,right of,True,True,True, True,http://images.cocodataset.org/train2017/000000020087.jpg
1223,The cat is on the bench.,on,True,True,True, True,http://images.cocodataset.org/val2017/000000080666.jpg
1224,The couch is touching the person.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000160531.jpg
1225,The bed is under the bicycle.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000108679.jpg
1226,The person is at the right side of the refrigerator.,at the right side of,True,False,False, False,http://images.cocodataset.org/train2017/000000066273.jpg
1227,The bed is below the dining table.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000577809.jpg
1228,The motorcycle is far away from the fire hydrant.,far away from,True,False,False, False,http://images.cocodataset.org/train2017/000000403270.jpg
1229,The sandwich is above the bowl.,above,False,True,False, True,http://images.cocodataset.org/train2017/000000578418.jpg
1230,The microwave is at the right side of the person.,at the right side of,False,True,False, True,http://images.cocodataset.org/train2017/000000469793.jpg
1231,The teddy bear is at the left side of the dog.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000537636.jpg
1232,The cake is next to the person.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000558388.jpg
1233,The car is left of the parking meter.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000385172.jpg
1234,The person is facing the refrigerator.,facing,False,False,True, False,http://images.cocodataset.org/train2017/000000214305.jpg
1235,The person is at the back of the cow.,at the back of,False,True,False, True,http://images.cocodataset.org/train2017/000000076970.jpg
1236,The cat is on top of the laptop.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000183537.jpg
1237,The fire hydrant is beyond the motorcycle.,beyond,False,True,False, True,http://images.cocodataset.org/train2017/000000055412.jpg
1238,The dog is at the edge of the bed.,at the edge of,True,True,True, True,http://images.cocodataset.org/train2017/000000545428.jpg
1239,The toilet is below the cat.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000290204.jpg
1240,The umbrella is beneath the cat.,beneath,False,True,False, True,http://images.cocodataset.org/train2017/000000305338.jpg
1241,The bowl is under the sandwich.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000209638.jpg
1242,The bicycle is beside the dining table.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000088123.jpg
1243,The cat is facing the teddy bear.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000104510.jpg
1244,The sheep is behind the cow.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000378214.jpg
1245,The motorcycle is behind the parking meter.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000222716.jpg
1246,The sandwich is at the left side of the cup.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000319122.jpg
1247,The umbrella is on top of the cat.,on top of,False,False,True, False,http://images.cocodataset.org/train2017/000000450247.jpg
1248,The pizza is next to the oven.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000408705.jpg
1249,The cake has as a part the cat.,has as a part,True,True,True, True,http://images.cocodataset.org/train2017/000000128612.jpg
1250,The person is down from the laptop.,down from,False,True,False, True,http://images.cocodataset.org/train2017/000000278315.jpg
1251,The refrigerator is behind the person.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000315030.jpg
1252,The train is beside the bicycle.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000539358.jpg
1253,The chair is behind the hot dog.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000311448.jpg
1254,The sandwich is in front of the dog.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000567106.jpg
1255,The cup is touching the banana.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000515126.jpg
1256,The person is at the right side of the cell phone.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000248170.jpg
1257,The backpack is on the cat.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000480991.jpg
1258,The bowl is at the edge of the dining table.,at the edge of,True,True,True, True,http://images.cocodataset.org/train2017/000000407699.jpg
1259,The hot dog is far away from the person.,far away from,True,True,True, True,http://images.cocodataset.org/train2017/000000197398.jpg
1260,The person is at the right side of the dining table.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000529234.jpg
1261,The cat is below the person.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000223413.jpg
1262,The banana is next to the bottle.,next to,False,True,False, True,http://images.cocodataset.org/train2017/000000527155.jpg
1263,The couch is at the back of the laptop.,at the back of,True,True,True, True,http://images.cocodataset.org/train2017/000000518324.jpg
1264,The orange is at the left side of the book.,at the left side of,True,False,False, False,http://images.cocodataset.org/train2017/000000377611.jpg
1265,The teddy bear is by the sandwich.,by,True,True,True, True,http://images.cocodataset.org/train2017/000000061946.jpg
1266,The cat is facing away from the bed.,facing away from,True,False,False, False,http://images.cocodataset.org/train2017/000000175383.jpg
1267,The cat is inside the handbag.,inside,False,False,True, False,http://images.cocodataset.org/train2017/000000228029.jpg
1268,The bed is across from the umbrella.,across from,False,False,True, False,http://images.cocodataset.org/train2017/000000154202.jpg
1269,The tv is across from the boat.,across from,False,True,False, True,http://images.cocodataset.org/train2017/000000580971.jpg
1270,The cat is surrounding the teddy bear.,surrounding,True,True,True, True,http://images.cocodataset.org/train2017/000000419273.jpg
1271,The person is above the cup.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000406296.jpg
1272,The teddy bear is at the left side of the car.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000407422.jpg
1273,The cat is behind the laptop.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000360805.jpg
1274,The cup is at the left side of the orange.,at the left side of,False,True,False, True,http://images.cocodataset.org/val2017/000000351609.jpg
1275,The cat is next to the cake.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000185384.jpg
1276,The motorcycle is next to the person.,next to,False,False,True, False,http://images.cocodataset.org/train2017/000000473936.jpg
1277,The dog is touching the donut.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000475967.jpg
1278,The frisbee is on the bed.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000448236.jpg
1279,The person is behind the keyboard.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000076738.jpg
1280,The oven is beneath the pizza.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000205846.jpg
1281,The laptop is at the left side of the cat.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000068136.jpg
1282,The pizza is at the edge of the dining table.,at the edge of,True,True,True, True,http://images.cocodataset.org/train2017/000000261511.jpg
1283,The car is near the truck.,near,False,True,False, True,http://images.cocodataset.org/train2017/000000361120.jpg
1284,The donut is next to the bowl.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000177355.jpg
1285,The motorcycle is at the left side of the train.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000338407.jpg
1286,The dog is under the bed.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000137016.jpg
1287,The cat is on top of the handbag.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000550030.jpg
1288,The zebra is far away from the car.,far away from,False,True,False, True,http://images.cocodataset.org/train2017/000000236925.jpg
1289,The suitcase contains the cat.,contains,False,True,False, True,http://images.cocodataset.org/train2017/000000045071.jpg
1290,The person is in front of the train.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000111347.jpg
1291,The cat is in the sink.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000022041.jpg
1292,The truck is adjacent to the motorcycle.,adjacent to,True,True,True, True,http://images.cocodataset.org/train2017/000000297631.jpg
1293,The cat is inside the umbrella.,inside,True,True,True, True,http://images.cocodataset.org/train2017/000000112719.jpg
1294,The cake is beside the truck.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000268394.jpg
1295,The person is at the left side of the couch.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000300280.jpg
1296,The horse is facing away from the zebra.,facing away from,True,True,True, True,http://images.cocodataset.org/train2017/000000568005.jpg
1297,The dining table is beneath the bowl.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000548608.jpg
1298,The refrigerator is behind the dog.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000567106.jpg
1299,The vase is left of the dog.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000117108.jpg
1300,The bench is touching the teddy bear.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000032957.jpg
1301,The umbrella is near the bus.,near,True,True,True, True,http://images.cocodataset.org/train2017/000000106513.jpg
1302,The bed is below the suitcase.,below,False,False,True, False,http://images.cocodataset.org/train2017/000000477434.jpg
1303,The vase is at the edge of the dining table.,at the edge of,False,True,False, True,http://images.cocodataset.org/train2017/000000305231.jpg
1304,The person is in front of the tv.,in front of,False,False,True, False,http://images.cocodataset.org/train2017/000000580651.jpg
1305,The potted plant is at the left side of the bench.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000333538.jpg
1306,The person is in front of the couch.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000485350.jpg
1307,The cup is left of the donut.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000224306.jpg
1308,The tv is facing the toilet.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000028149.jpg
1309,The broccoli is on the sandwich.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000026435.jpg
1310,The bed is touching the cat.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000530730.jpg
1311,The train is part of the book.,part of,False,False,True, False,http://images.cocodataset.org/train2017/000000089902.jpg
1312,The hair drier is facing away from the person.,facing away from,True,True,True, True,http://images.cocodataset.org/train2017/000000092020.jpg
1313,The book is on the keyboard.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000325211.jpg
1314,The orange is on top of the dining table.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000402170.jpg
1315,The person is touching the pizza.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000000397.jpg
1316,The person is touching the pizza.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000010969.jpg
1317,The bus is at the left side of the stop sign.,at the left side of,False,False,True, False,http://images.cocodataset.org/train2017/000000425381.jpg
1318,The boat is on top of the truck.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000235069.jpg
1319,The person is off the couch.,off,False,False,True, False,http://images.cocodataset.org/train2017/000000438268.jpg
1320,The car is above the cat.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000365353.jpg
1321,The hot dog is above the chair.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000325503.jpg
1322,The laptop is at the left side of the cat.,at the left side of,False,True,False, True,http://images.cocodataset.org/val2017/000000403817.jpg
1323,The dog is above the teddy bear.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000054300.jpg
1324,The sandwich contains the banana.,contains,False,False,True, False,http://images.cocodataset.org/train2017/000000029994.jpg
1325,The dining table is below the pizza.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000182659.jpg
1326,The giraffe is in front of the person.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000523966.jpg
1327,The laptop is under the cat.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000326313.jpg
1328,The boat is at the left side of the dining table.,at the left side of,False,False,True, False,http://images.cocodataset.org/train2017/000000133650.jpg
1329,The oven is facing the tv.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000164587.jpg
1330,The bicycle is in the train.,in,False,False,True, False,http://images.cocodataset.org/train2017/000000415093.jpg
1331,The banana is far away from the motorcycle.,far away from,True,True,True, True,http://images.cocodataset.org/train2017/000000414258.jpg
1332,The bird is beneath the umbrella.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000532667.jpg
1333,The motorcycle is behind the dog.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000251716.jpg
1334,The cat is at the right side of the laptop.,at the right side of,False,True,False, True,http://images.cocodataset.org/train2017/000000390129.jpg
1335,The handbag is under the cat.,under,False,True,False, True,http://images.cocodataset.org/train2017/000000316089.jpg
1336,The couch is adjacent to the microwave.,adjacent to,True,True,True, True,http://images.cocodataset.org/train2017/000000345188.jpg
1337,The pizza is beside the dog.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000273083.jpg
1338,The cat is facing the keyboard.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000078741.jpg
1339,The train is on top of the dining table.,on top of,False,False,True, False,http://images.cocodataset.org/train2017/000000284873.jpg
1340,The fire hydrant is near the teddy bear.,near,False,False,True, False,http://images.cocodataset.org/train2017/000000263098.jpg
1341,The carrot is near the bowl.,near,True,False,False, False,http://images.cocodataset.org/train2017/000000174239.jpg
1342,The cell phone is facing the person.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000125698.jpg
1343,The car is part of the cake.,part of,False,True,False, True,http://images.cocodataset.org/train2017/000000113326.jpg
1344,The laptop is behind the cat.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000198981.jpg
1345,The dog is at the left side of the car.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000467187.jpg
1346,The couch is touching the carrot.,touching,True,False,False, False,http://images.cocodataset.org/train2017/000000132422.jpg
1347,The teddy bear is on top of the cake.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000218687.jpg
1348,The couch is under the person.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000343514.jpg
1349,The cake is beneath the hot dog.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000544629.jpg
1350,The keyboard is left of the pizza.,left of,False,True,False, True,http://images.cocodataset.org/train2017/000000320471.jpg
1351,The pizza is above the dining table.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000114169.jpg
1352,The dog is below the sandwich.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000158806.jpg
1353,The laptop is at the left side of the couch.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000096728.jpg
1354,The train is on the cake.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000018873.jpg
1355,The car is away from the truck.,away from,False,True,False, True,http://images.cocodataset.org/train2017/000000284783.jpg
1356,The oven is at the left side of the person.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000562247.jpg
1357,The bench is in front of the bicycle.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000281764.jpg
1358,The skateboard is at the left side of the dog.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000251368.jpg
1359,The cow is touching the person.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000268646.jpg
1360,The sheep is in the truck.,in,False,False,True, False,http://images.cocodataset.org/train2017/000000432917.jpg
1361,The pizza is next to the dog.,next to,False,True,False, True,http://images.cocodataset.org/train2017/000000309968.jpg
1362,The broccoli is behind the sandwich.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000242619.jpg
1363,The umbrella is beyond the book.,beyond,True,True,True, True,http://images.cocodataset.org/train2017/000000137265.jpg
1364,The teddy bear is left of the cup.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000188053.jpg
1365,The banana is in front of the broccoli.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000547743.jpg
1366,The sandwich is away from the bowl.,away from,True,True,True, True,http://images.cocodataset.org/train2017/000000544216.jpg
1367,The horse is at the right side of the truck.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000017311.jpg
1368,The car is above the cat.,above,False,True,False, True,http://images.cocodataset.org/train2017/000000329147.jpg
1369,The laptop is facing the cat.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000453400.jpg
1370,The bowl is right of the hot dog.,right of,False,True,False, True,http://images.cocodataset.org/train2017/000000557186.jpg
1371,The dog is adjacent to the keyboard.,adjacent to,False,True,False, True,http://images.cocodataset.org/train2017/000000318401.jpg
1372,The cat is in the sink.,in,False,False,True, False,http://images.cocodataset.org/train2017/000000229740.jpg
1373,The bird is touching the book.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000176180.jpg
1374,The banana is touching the cake.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000401532.jpg
1375,The cat is facing away from the refrigerator.,facing away from,True,True,True, True,http://images.cocodataset.org/train2017/000000423921.jpg
1376,The laptop is facing the cat.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000491250.jpg
1377,The person is touching the sandwich.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000164553.jpg
1378,The motorcycle is ahead of the car.,ahead of,False,True,False, True,http://images.cocodataset.org/train2017/000000108531.jpg
1379,The truck is beneath the cat.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000072535.jpg
1380,The train is parallel to the boat.,parallel to,False,True,False, True,http://images.cocodataset.org/train2017/000000507535.jpg
1381,The bench is beneath the giraffe.,beneath,True,False,False, False,http://images.cocodataset.org/train2017/000000561324.jpg
1382,The umbrella is attached to the bicycle.,attached to,True,True,True, True,http://images.cocodataset.org/train2017/000000419150.jpg
1383,The cow is left of the car.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000185360.jpg
1384,The person is parallel to the snowboard.,parallel to,False,True,False, True,http://images.cocodataset.org/train2017/000000409025.jpg
1385,The dining table is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000227487.jpg
1386,The banana is at the left side of the orange.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000500228.jpg
1387,The couch is above the laptop.,above,True,False,False, False,http://images.cocodataset.org/train2017/000000461340.jpg
1388,The chair is under the dog.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000037059.jpg
1389,The cat is below the bowl.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000519910.jpg
1390,The person is in front of the oven.,in front of,True,True,True, True,http://images.cocodataset.org/val2017/000000552775.jpg
1391,The umbrella is at the left side of the couch.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000123916.jpg
1392,The surfboard is left of the bed.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000016458.jpg
1393,The pizza is beside the book.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000566575.jpg
1394,The bowl is below the bird.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000524881.jpg
1395,The boat is in front of the dining table.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000329421.jpg
1396,The bed is under the umbrella.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000348091.jpg
1397,The bowl is beside the orange.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000346938.jpg
1398,The laptop is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000471967.jpg
1399,The remote is at the edge of the bed.,at the edge of,True,True,True, True,http://images.cocodataset.org/train2017/000000092213.jpg
1400,The cat is facing away from the suitcase.,facing away from,True,True,True, True,http://images.cocodataset.org/train2017/000000159118.jpg
1401,The cake is outside the refrigerator.,outside,True,True,True, True,http://images.cocodataset.org/train2017/000000238140.jpg
1402,The bowl is touching the bird.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000370857.jpg
1403,The donut is on the dining table.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000535013.jpg
1404,The couch is on top of the truck.,on top of,False,False,True, False,http://images.cocodataset.org/train2017/000000439546.jpg
1405,The teddy bear is facing the book.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000369653.jpg
1406,The umbrella is opposite to the bed.,opposite to,True,True,True, True,http://images.cocodataset.org/train2017/000000059174.jpg
1407,The cat is touching the tv.,touching,False,False,True, False,http://images.cocodataset.org/val2017/000000476810.jpg
1408,The car is at the back of the bicycle.,at the back of,False,True,False, True,http://images.cocodataset.org/train2017/000000124462.jpg
1409,The book is below the sandwich.,below,True,False,False, False,http://images.cocodataset.org/train2017/000000119621.jpg
1410,The person is against the couch.,against,False,False,True, False,http://images.cocodataset.org/train2017/000000367398.jpg
1411,The cow is in front of the sheep.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000378214.jpg
1412,The bus is far from the parking meter.,far from,True,False,False, False,http://images.cocodataset.org/train2017/000000135023.jpg
1413,The cake is on top of the teddy bear.,on top of,False,True,False, True,http://images.cocodataset.org/train2017/000000210404.jpg
1414,The car is at the left side of the cat.,at the left side of,False,False,True, False,http://images.cocodataset.org/train2017/000000365353.jpg
1415,The cat is below the teddy bear.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000329551.jpg
1416,The zebra is by the person.,by,True,True,True, True,http://images.cocodataset.org/train2017/000000556341.jpg
1417,The boat is on top of the truck.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000141302.jpg
1418,The bowl contains the donut.,contains,True,True,True, True,http://images.cocodataset.org/train2017/000000204289.jpg
1419,The cat is in the middle of the bench.,in the middle of,True,True,True, True,http://images.cocodataset.org/train2017/000000066556.jpg
1420,The laptop is behind the pizza.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000073353.jpg
1421,The person is off the bed.,off,True,True,True, True,http://images.cocodataset.org/train2017/000000457906.jpg
1422,The umbrella is next to the bed.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000444285.jpg
1423,The clock is over the cat.,over,True,True,True, True,http://images.cocodataset.org/train2017/000000114119.jpg
1424,The stop sign is behind the car.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000391392.jpg
1425,The banana is beneath the sandwich.,beneath,False,True,False, True,http://images.cocodataset.org/train2017/000000027750.jpg
1426,The person is behind the cake.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000449279.jpg
1427,The sandwich is above the cat.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000318209.jpg
1428,The dog is in front of the couch.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000512183.jpg
1429,The skateboard is behind the bed.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000512582.jpg
1430,The truck is in front of the boat.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000266353.jpg
1431,The giraffe is above the person.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000358748.jpg
1432,The book is away from the banana.,away from,True,True,True, True,http://images.cocodataset.org/train2017/000000119729.jpg
1433,The oven is under the pizza.,under,True,False,False, False,http://images.cocodataset.org/train2017/000000140017.jpg
1434,The person is behind the teddy bear.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000050403.jpg
1435,The suitcase is on the bed.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000236243.jpg
1436,The suitcase is connected to the motorcycle.,connected to,True,True,True, True,http://images.cocodataset.org/train2017/000000278347.jpg
1437,The orange is at the left side of the laptop.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000144430.jpg
1438,The cat is on the dining table.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000153824.jpg
1439,The chair is under the person.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000381051.jpg
1440,The dining table is right of the bed.,right of,False,False,True, False,http://images.cocodataset.org/train2017/000000447151.jpg
1441,The person is behind the bear.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000491505.jpg
1442,The banana is touching the cat.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000476960.jpg
1443,The couch is on top of the truck.,on top of,False,False,True, False,http://images.cocodataset.org/train2017/000000199458.jpg
1444,The giraffe is below the person.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000035429.jpg
