orig_idx,family,orig_rel,flip_rel,statement,orig_label,flip_label,image,flip_prediction
1450,FF,facing,facing away from,The person is facing away from the bear.,False,True,http://images.cocodataset.org/val2017/000000390826.jpg,False
1452,FB,in front of,behind,The person is behind the toilet.,False,True,http://images.cocodataset.org/train2017/000000184866.jpg,True
1454,LR,at the left side of,at the right side of,The chair is at the right side of the left side of the pizza.,True,False,http://images.cocodataset.org/train2017/000000134769.jpg,False
1457,FF,facing,facing away from,The cow is facing away from the chair.,False,True,http://images.cocodataset.org/train2017/000000316536.jpg,True
1458,FB,in front of,behind,The person is behind the oven.,True,False,http://images.cocodataset.org/train2017/000000171584.jpg,False
1467,FB,behind,in front of,The refrigerator is in front of the person.,False,True,http://images.cocodataset.org/train2017/000000328810.jpg,False
1469,FB,behind,in front of,The cow is in front of the sheep.,False,True,http://images.cocodataset.org/train2017/000000459736.jpg,False
1470,FB,behind,in front of,The apple is in front of the banana.,True,False,http://images.cocodataset.org/train2017/000000058008.jpg,False
1479,FB,behind,in front of,The dog is in front of the donut.,False,True,http://images.cocodataset.org/train2017/000000108113.jpg,False
1486,LR,at the left side of,at the right side of,The person is at the right side of the left side of the umbrella.,True,False,http://images.cocodataset.org/train2017/000000080200.jpg,False
1490,FF,facing away from,facing,The laptop is facing the person.,True,False,http://images.cocodataset.org/train2017/000000517967.jpg,False
1493,FB,at the back of,in front of,The cat is in front of the back of the motorcycle.,True,False,http://images.cocodataset.org/train2017/000000546264.jpg,False
1494,LR,at the right side of,at the left side of,The cat is at the left side of the right side of the backpack.,False,True,http://images.cocodataset.org/train2017/000000127799.jpg,False
1496,FB,behind,in front of,The handbag is in front of the bed.,True,False,http://images.cocodataset.org/train2017/000000336182.jpg,False
1499,LR,at the left side of,at the right side of,The toilet is at the right side of the left side of the dog.,False,True,http://images.cocodataset.org/train2017/000000145544.jpg,False
1500,FB,in front of,behind,The tv is behind the teddy bear.,False,True,http://images.cocodataset.org/train2017/000000272510.jpg,False
1501,LR,at the right side of,at the left side of,The donut is at the left side of the right side of the person.,True,False,http://images.cocodataset.org/train2017/000000121068.jpg,False
1502,FB,behind,in front of,The train is in front of the person.,True,False,http://images.cocodataset.org/val2017/000000250127.jpg,False
1506,LR,right of,left of,The laptop is left of the couch.,True,False,http://images.cocodataset.org/train2017/000000275855.jpg,False
1507,LR,at the right side of,at the left side of,The person is at the left side of the right side of the bench.,True,False,http://images.cocodataset.org/train2017/000000569332.jpg,False
1510,LR,at the left side of,at the right side of,The cat is at the right side of the left side of the person.,False,True,http://images.cocodataset.org/train2017/000000233005.jpg,False
1511,LR,right of,left of,The sheep is left of the person.,True,False,http://images.cocodataset.org/train2017/000000496636.jpg,True
1512,LR,at the right side of,at the left side of,The vase is at the left side of the right side of the cat.,False,True,http://images.cocodataset.org/train2017/000000152724.jpg,False
1528,LR,at the right side of,at the left side of,The person is at the left side of the right side of the giraffe.,True,False,http://images.cocodataset.org/train2017/000000511654.jpg,False
1529,FB,behind,in front of,The bed is in front of the dog.,False,True,http://images.cocodataset.org/val2017/000000267300.jpg,False
1542,FB,in front of,behind,The donut is behind the person.,True,False,http://images.cocodataset.org/train2017/000000023218.jpg,False
1543,FB,behind,in front of,The person is in front of the zebra.,False,True,http://images.cocodataset.org/val2017/000000025096.jpg,False
1545,LR,left of,right of,The pizza is right of the person.,False,True,http://images.cocodataset.org/train2017/000000293014.jpg,False
1547,FB,behind,in front of,The bed is in front of the couch.,True,False,http://images.cocodataset.org/train2017/000000553968.jpg,False
1555,FB,at the back of,in front of,The cow is in front of the back of the person.,False,True,http://images.cocodataset.org/train2017/000000221771.jpg,True
1557,LR,at the left side of,at the right side of,The person is at the right side of the left side of the pizza.,False,True,http://images.cocodataset.org/val2017/000000027696.jpg,False
1559,FF,facing,facing away from,The cat is facing away from the laptop.,True,False,http://images.cocodataset.org/train2017/000000369208.jpg,False
1563,FB,behind,in front of,The bicycle is in front of the chair.,False,True,http://images.cocodataset.org/train2017/000000257036.jpg,True
1565,LR,at the right side of,at the left side of,The dog is at the left side of the right side of the horse.,True,False,http://images.cocodataset.org/train2017/000000422185.jpg,False
1572,FB,behind,in front of,The motorcycle is in front of the dining table.,True,False,http://images.cocodataset.org/train2017/000000125407.jpg,False
1575,FB,in front of,behind,The keyboard is behind the cat.,True,False,http://images.cocodataset.org/train2017/000000350481.jpg,False
1578,LR,at the right side of,at the left side of,The cat is at the left side of the right side of the toilet.,True,False,http://images.cocodataset.org/train2017/000000194313.jpg,False
1590,FB,at the back of,in front of,The car is in front of the back of the person.,True,False,http://images.cocodataset.org/train2017/000000194510.jpg,False
1591,FB,behind,in front of,The potted plant is in front of the person.,True,False,http://images.cocodataset.org/train2017/000000478298.jpg,False
1592,FF,facing away from,facing,The dog is facing the person.,False,True,http://images.cocodataset.org/train2017/000000542165.jpg,False
1593,FB,at the back of,in front of,The cat is in front of the back of the laptop.,False,True,http://images.cocodataset.org/train2017/000000360805.jpg,True
1599,FB,in front of,behind,The truck is behind the car.,False,True,http://images.cocodataset.org/train2017/000000413277.jpg,False
1604,FB,in front of,behind,The sink is behind the cat.,True,False,http://images.cocodataset.org/train2017/000000020087.jpg,False
1608,PP,parallel to,perpendicular to,The book is perpendicular to the bed.,False,True,http://images.cocodataset.org/train2017/000000364725.jpg,False
1611,FF,facing,facing away from,The cat is facing away from the backpack.,True,False,http://images.cocodataset.org/train2017/000000207093.jpg,False
1612,FB,behind,in front of,The cup is in front of the sandwich.,True,False,http://images.cocodataset.org/train2017/000000349230.jpg,False
1616,FB,behind,in front of,The couch is in front of the dining table.,True,False,http://images.cocodataset.org/train2017/000000305685.jpg,False
1617,FF,facing,facing away from,The cow is facing away from the bench.,True,False,http://images.cocodataset.org/train2017/000000182032.jpg,False
1618,FB,in front of,behind,The cat is behind the bicycle.,True,False,http://images.cocodataset.org/train2017/000000171809.jpg,False
1623,FB,in front of,behind,The pizza is behind the person.,True,False,http://images.cocodataset.org/train2017/000000534161.jpg,False
1625,LR,at the right side of,at the left side of,The cat is at the left side of the right side of the potted plant.,False,True,http://images.cocodataset.org/train2017/000000127809.jpg,False
1628,FB,behind,in front of,The motorcycle is in front of the fire hydrant.,True,False,http://images.cocodataset.org/train2017/000000183964.jpg,False
1630,FB,behind,in front of,The airplane is in front of the person.,False,True,http://images.cocodataset.org/train2017/000000543517.jpg,False
1632,FB,behind,in front of,The truck is in front of the motorcycle.,True,False,http://images.cocodataset.org/train2017/000000178890.jpg,False
1633,LR,right of,left of,The teddy bear is left of the suitcase.,True,False,http://images.cocodataset.org/train2017/000000248168.jpg,False
1634,FB,behind,in front of,The truck is in front of the cake.,False,True,http://images.cocodataset.org/train2017/000000184176.jpg,False
1638,LR,at the left side of,at the right side of,The person is at the right side of the left side of the oven.,False,True,http://images.cocodataset.org/train2017/000000564915.jpg,False
1639,FB,behind,in front of,The person is in front of the keyboard.,False,True,http://images.cocodataset.org/train2017/000000477136.jpg,True
1643,FB,in front of,behind,The dining table is behind the person.,True,False,http://images.cocodataset.org/train2017/000000207475.jpg,False
1644,LR,at the left side of,at the right side of,The parking meter is at the right side of the left side of the car.,False,True,http://images.cocodataset.org/train2017/000000428769.jpg,False
1646,LR,at the right side of,at the left side of,The dog is at the left side of the right side of the horse.,True,False,http://images.cocodataset.org/train2017/000000300322.jpg,False
1650,FF,facing,facing away from,The chair is facing away from the hot dog.,False,True,http://images.cocodataset.org/train2017/000000257073.jpg,False
1651,FB,behind,in front of,The teddy bear is in front of the person.,False,True,http://images.cocodataset.org/train2017/000000055389.jpg,False
1654,FB,behind,in front of,The bird is in front of the elephant.,True,False,http://images.cocodataset.org/train2017/000000109265.jpg,False
1655,LR,right of,left of,The cat is left of the dining table.,True,False,http://images.cocodataset.org/train2017/000000184116.jpg,False
1662,PP,parallel to,perpendicular to,The car is perpendicular to the motorcycle.,True,False,http://images.cocodataset.org/train2017/000000326689.jpg,False
1663,PP,perpendicular to,parallel to,The knife is parallel to the carrot.,False,True,http://images.cocodataset.org/train2017/000000213881.jpg,False
1664,FB,in front of,behind,The suitcase is behind the refrigerator.,False,True,http://images.cocodataset.org/train2017/000000321879.jpg,False
1665,FB,in front of,behind,The refrigerator is behind the person.,True,False,http://images.cocodataset.org/train2017/000000452909.jpg,False
1666,LR,at the left side of,at the right side of,The cat is at the right side of the left side of the teddy bear.,False,True,http://images.cocodataset.org/train2017/000000383494.jpg,False
1667,FB,behind,in front of,The elephant is in front of the person.,True,False,http://images.cocodataset.org/train2017/000000060568.jpg,True
1672,FB,behind,in front of,The couch is in front of the person.,False,True,http://images.cocodataset.org/train2017/000000546210.jpg,False
1673,LR,left of,right of,The bicycle is right of the person.,False,True,http://images.cocodataset.org/train2017/000000008794.jpg,False
1675,FB,behind,in front of,The orange is in front of the apple.,False,True,http://images.cocodataset.org/train2017/000000079172.jpg,False
1678,FB,at the back of,in front of,The oven is in front of the back of the person.,True,False,http://images.cocodataset.org/train2017/000000168173.jpg,False
1682,PP,perpendicular to,parallel to,The cow is parallel to the motorcycle.,False,True,http://images.cocodataset.org/train2017/000000186275.jpg,False
1683,FB,behind,in front of,The boat is in front of the dining table.,True,False,http://images.cocodataset.org/train2017/000000554518.jpg,False
1687,FB,behind,in front of,The teddy bear is in front of the book.,False,True,http://images.cocodataset.org/train2017/000000419443.jpg,False
1692,FB,in front of,behind,The cow is behind the bench.,True,False,http://images.cocodataset.org/train2017/000000044621.jpg,False
1693,LR,at the right side of,at the left side of,The person is at the left side of the right side of the laptop.,False,True,http://images.cocodataset.org/train2017/000000504027.jpg,False
1695,FB,behind,in front of,The bed is in front of the bicycle.,True,False,http://images.cocodataset.org/val2017/000000274687.jpg,False
1698,LR,at the right side of,at the left side of,The dog is at the left side of the right side of the toilet.,True,False,http://images.cocodataset.org/train2017/000000039913.jpg,False
1701,FB,behind,in front of,The person is in front of the donut.,True,False,http://images.cocodataset.org/train2017/000000555909.jpg,False
1703,LR,at the left side of,at the right side of,The person is at the right side of the left side of the oven.,False,True,http://images.cocodataset.org/train2017/000000451274.jpg,False
1704,LR,right of,left of,The teddy bear is left of the dog.,False,True,http://images.cocodataset.org/train2017/000000529411.jpg,True
1711,FB,in front of,behind,The clock is behind the cow.,True,False,http://images.cocodataset.org/val2017/000000180383.jpg,False
1712,LR,left of,right of,The dining table is right of the person.,True,False,http://images.cocodataset.org/train2017/000000570968.jpg,False
1729,FB,in front of,behind,The dining table is behind the refrigerator.,True,False,http://images.cocodataset.org/train2017/000000240727.jpg,False
1741,LR,at the left side of,at the right side of,The chair is at the right side of the left side of the tv.,False,True,http://images.cocodataset.org/train2017/000000058254.jpg,False
1742,FB,in front of,behind,The potted plant is behind the teddy bear.,True,False,http://images.cocodataset.org/train2017/000000082512.jpg,False
1747,LR,at the left side of,at the right side of,The dining table is at the right side of the left side of the person.,True,False,http://images.cocodataset.org/train2017/000000451240.jpg,False
1748,FB,in front of,behind,The person is behind the dining table.,False,True,http://images.cocodataset.org/train2017/000000199913.jpg,True
1753,FB,in front of,behind,The horse is behind the train.,True,False,http://images.cocodataset.org/train2017/000000318671.jpg,False
1760,FF,facing,facing away from,The person is facing away from the bed.,True,False,http://images.cocodataset.org/train2017/000000514254.jpg,True
1762,FB,behind,in front of,The bus is in front of the dining table.,True,False,http://images.cocodataset.org/train2017/000000159403.jpg,False
1763,FB,behind,in front of,The chair is in front of the hot dog.,True,False,http://images.cocodataset.org/train2017/000000393428.jpg,False
1764,FB,in front of,behind,The person is behind the donut.,True,False,http://images.cocodataset.org/train2017/000000092054.jpg,False
1767,LR,left of,right of,The keyboard is right of the cat.,True,False,http://images.cocodataset.org/train2017/000000501278.jpg,False
1772,FB,in front of,behind,The laptop is behind the cat.,True,False,http://images.cocodataset.org/train2017/000000407386.jpg,False
1773,FF,facing away from,facing,The cat is facing the bed.,False,True,http://images.cocodataset.org/train2017/000000293276.jpg,False
1775,PP,perpendicular to,parallel to,The book is parallel to the bed.,False,True,http://images.cocodataset.org/train2017/000000420450.jpg,False
1786,FB,behind,in front of,The motorcycle is in front of the parking meter.,False,True,http://images.cocodataset.org/train2017/000000115626.jpg,False
1791,LR,at the left side of,at the right side of,The teddy bear is at the right side of the left side of the dog.,False,True,http://images.cocodataset.org/train2017/000000463670.jpg,False
1792,FF,facing,facing away from,The cat is facing away from the person.,True,False,http://images.cocodataset.org/train2017/000000434385.jpg,False
1795,LR,at the left side of,at the right side of,The bench is at the right side of the left side of the cat.,False,True,http://images.cocodataset.org/train2017/000000411668.jpg,False
1796,FB,in front of,behind,The cake is behind the oven.,True,False,http://images.cocodataset.org/train2017/000000185777.jpg,False
1803,FB,in front of,behind,The book is behind the teddy bear.,True,False,http://images.cocodataset.org/train2017/000000368811.jpg,False
1810,FF,facing,facing away from,The bus is facing away from the dining table.,False,True,http://images.cocodataset.org/train2017/000000131361.jpg,False
1811,FB,behind,in front of,The pizza is in front of the car.,True,False,http://images.cocodataset.org/train2017/000000419860.jpg,True
1812,FB,behind,in front of,The couch is in front of the banana.,False,True,http://images.cocodataset.org/train2017/000000481313.jpg,False
1813,FB,in front of,behind,The couch is behind the backpack.,False,True,http://images.cocodataset.org/train2017/000000433110.jpg,True
1815,PP,parallel to,perpendicular to,The bicycle is perpendicular to the motorcycle.,True,False,http://images.cocodataset.org/train2017/000000223930.jpg,False
1816,FF,facing,facing away from,The book is facing away from the cat.,False,True,http://images.cocodataset.org/train2017/000000481313.jpg,True
1818,LR,at the left side of,at the right side of,The zebra is at the right side of the left side of the person.,True,False,http://images.cocodataset.org/train2017/000000171805.jpg,False
1822,FF,facing,facing away from,The cat is facing away from the tv.,True,False,http://images.cocodataset.org/train2017/000000070033.jpg,True
1826,LR,at the left side of,at the right side of,The banana is at the right side of the left side of the donut.,True,False,http://images.cocodataset.org/train2017/000000535013.jpg,False
1829,LR,at the right side of,at the left side of,The giraffe is at the left side of the right side of the person.,True,False,http://images.cocodataset.org/train2017/000000517318.jpg,False
1833,LR,at the right side of,at the left side of,The person is at the left side of the right side of the bench.,False,True,http://images.cocodataset.org/train2017/000000574804.jpg,True
1834,FB,in front of,behind,The person is behind the stop sign.,False,True,http://images.cocodataset.org/train2017/000000170180.jpg,False
1835,FB,in front of,behind,The dog is behind the motorcycle.,False,True,http://images.cocodataset.org/train2017/000000253260.jpg,True
1839,PP,perpendicular to,parallel to,The train is parallel to the bus.,False,True,http://images.cocodataset.org/train2017/000000409009.jpg,False
1855,FB,in front of,behind,The umbrella is behind the potted plant.,False,True,http://images.cocodataset.org/train2017/000000482848.jpg,False
1856,FB,behind,in front of,The wine glass is in front of the sandwich.,True,False,http://images.cocodataset.org/val2017/000000567825.jpg,False
1860,LR,at the left side of,at the right side of,The apple is at the right side of the left side of the person.,True,False,http://images.cocodataset.org/val2017/000000473406.jpg,False
1861,FB,in front of,behind,The cat is behind the tv.,False,True,http://images.cocodataset.org/train2017/000000351550.jpg,False
1865,LR,at the right side of,at the left side of,The person is at the left side of the right side of the pizza.,True,False,http://images.cocodataset.org/train2017/000000072536.jpg,False
1866,FB,behind,in front of,The microwave is in front of the person.,True,False,http://images.cocodataset.org/train2017/000000255849.jpg,False
1869,FB,in front of,behind,The orange is behind the banana.,False,True,http://images.cocodataset.org/train2017/000000207738.jpg,True
1876,LR,right of,left of,The person is left of the keyboard.,False,True,http://images.cocodataset.org/train2017/000000499024.jpg,False
1877,FF,facing,facing away from,The laptop is facing away from the person.,True,False,http://images.cocodataset.org/train2017/000000578572.jpg,False
1881,FB,in front of,behind,The sandwich is behind the person.,True,False,http://images.cocodataset.org/train2017/000000299643.jpg,False
1890,FB,behind,in front of,The person is in front of the keyboard.,True,False,http://images.cocodataset.org/train2017/000000062703.jpg,False
1893,FF,facing,facing away from,The teddy bear is facing away from the dog.,False,True,http://images.cocodataset.org/train2017/000000135202.jpg,False
1897,LR,at the right side of,at the left side of,The bed is at the left side of the right side of the surfboard.,True,False,http://images.cocodataset.org/train2017/000000016458.jpg,False
1900,FB,behind,in front of,The airplane is in front of the car.,True,False,http://images.cocodataset.org/train2017/000000445408.jpg,False
1905,FF,facing,facing away from,The teddy bear is facing away from the person.,True,False,http://images.cocodataset.org/train2017/000000002839.jpg,False
1909,FB,in front of,behind,The bench is behind the refrigerator.,True,False,http://images.cocodataset.org/train2017/000000497591.jpg,False
1910,FF,facing away from,facing,The person is facing the toaster.,False,True,http://images.cocodataset.org/train2017/000000174496.jpg,False
1911,FF,facing away from,facing,The bench is facing the parking meter.,True,False,http://images.cocodataset.org/val2017/000000333956.jpg,False
1915,FB,behind,in front of,The oven is in front of the cake.,False,True,http://images.cocodataset.org/train2017/000000504747.jpg,False
1920,FB,behind,in front of,The truck is in front of the dog.,True,False,http://images.cocodataset.org/train2017/000000192799.jpg,False
1926,FB,behind,in front of,The tv is in front of the airplane.,False,True,http://images.cocodataset.org/train2017/000000379612.jpg,False
1928,FF,facing,facing away from,The umbrella is facing away from the bed.,False,True,http://images.cocodataset.org/train2017/000000553361.jpg,True
1934,FF,facing,facing away from,The person is facing away from the laptop.,True,False,http://images.cocodataset.org/train2017/000000294083.jpg,False
1935,FB,behind,in front of,The fire hydrant is in front of the dog.,True,False,http://images.cocodataset.org/train2017/000000548734.jpg,False
1937,LR,at the right side of,at the left side of,The orange is at the left side of the right side of the umbrella.,False,True,http://images.cocodataset.org/train2017/000000423065.jpg,False
1939,FF,facing away from,facing,The person is facing the refrigerator.,True,False,http://images.cocodataset.org/train2017/000000272253.jpg,True
1942,PP,parallel to,perpendicular to,The motorcycle is perpendicular to the bus.,False,True,http://images.cocodataset.org/train2017/000000055303.jpg,False
1949,FF,facing,facing away from,The cow is facing away from the dog.,True,False,http://images.cocodataset.org/train2017/000000036345.jpg,False
1951,LR,at the left side of,at the right side of,The person is at the right side of the left side of the couch.,False,True,http://images.cocodataset.org/train2017/000000209493.jpg,False
1953,FF,facing away from,facing,The cow is facing the person.,True,False,http://images.cocodataset.org/train2017/000000146236.jpg,False
1954,LR,at the left side of,at the right side of,The carrot is at the right side of the left side of the cat.,False,True,http://images.cocodataset.org/train2017/000000249644.jpg,False
1956,LR,at the right side of,at the left side of,The laptop is at the left side of the right side of the person.,False,True,http://images.cocodataset.org/train2017/000000165040.jpg,False
1957,LR,at the right side of,at the left side of,The person is at the left side of the right side of the laptop.,True,False,http://images.cocodataset.org/val2017/000000345252.jpg,False
1958,FB,in front of,behind,The potted plant is behind the bench.,False,True,http://images.cocodataset.org/train2017/000000295686.jpg,True
1959,FB,at the back of,in front of,The person is in front of the back of the dining table.,True,False,http://images.cocodataset.org/train2017/000000143154.jpg,False
1962,LR,right of,left of,The potted plant is left of the train.,False,True,http://images.cocodataset.org/train2017/000000153832.jpg,True
1963,LR,left of,right of,The cat is right of the sink.,True,False,http://images.cocodataset.org/train2017/000000196307.jpg,False
1965,FB,in front of,behind,The parking meter is behind the bus.,True,False,http://images.cocodataset.org/val2017/000000372317.jpg,False
1971,LR,at the right side of,at the left side of,The person is at the left side of the right side of the pizza.,True,False,http://images.cocodataset.org/train2017/000000225517.jpg,False
1978,LR,at the left side of,at the right side of,The cake is at the right side of the left side of the person.,True,False,http://images.cocodataset.org/train2017/000000074959.jpg,False
1984,FB,at the back of,in front of,The truck is in front of the back of the motorcycle.,False,True,http://images.cocodataset.org/train2017/000000301453.jpg,False
1986,FB,behind,in front of,The parking meter is in front of the motorcycle.,True,False,http://images.cocodataset.org/train2017/000000469770.jpg,False
1990,FB,behind,in front of,The keyboard is in front of the cup.,False,True,http://images.cocodataset.org/train2017/000000561729.jpg,False
1993,FB,in front of,behind,The couch is behind the suitcase.,True,False,http://images.cocodataset.org/train2017/000000053037.jpg,False
1997,FF,facing away from,facing,The cat is facing the toilet.,False,True,http://images.cocodataset.org/train2017/000000439486.jpg,False
1999,FF,facing,facing away from,The refrigerator is facing away from the person.,True,False,http://images.cocodataset.org/train2017/000000116334.jpg,False
2000,FF,facing away from,facing,The cat is facing the tv.,False,True,http://images.cocodataset.org/train2017/000000087456.jpg,True
2006,LR,left of,right of,The banana is right of the sandwich.,True,False,http://images.cocodataset.org/train2017/000000029994.jpg,False
2008,FB,behind,in front of,The zebra is in front of the horse.,True,False,http://images.cocodataset.org/train2017/000000568005.jpg,False
2009,PP,parallel to,perpendicular to,The dining table is perpendicular to the bench.,True,False,http://images.cocodataset.org/train2017/000000472930.jpg,True
2012,LR,at the left side of,at the right side of,The person is at the right side of the left side of the couch.,False,True,http://images.cocodataset.org/train2017/000000022462.jpg,False
2015,FF,facing away from,facing,The couch is facing the laptop.,False,True,http://images.cocodataset.org/train2017/000000455975.jpg,False
2023,FB,behind,in front of,The motorcycle is in front of the bird.,True,False,http://images.cocodataset.org/train2017/000000155777.jpg,False
2024,LR,at the left side of,at the right side of,The sink is at the right side of the left side of the cat.,False,True,http://images.cocodataset.org/train2017/000000178299.jpg,False
2027,LR,left of,right of,The person is right of the toilet.,True,False,http://images.cocodataset.org/train2017/000000174071.jpg,False
2028,FB,behind,in front of,The refrigerator is in front of the orange.,False,True,http://images.cocodataset.org/train2017/000000526364.jpg,False
2034,FF,facing away from,facing,The bench is facing the parking meter.,False,True,http://images.cocodataset.org/train2017/000000544094.jpg,False
2036,LR,at the right side of,at the left side of,The person is at the left side of the right side of the donut.,True,False,http://images.cocodataset.org/train2017/000000413791.jpg,False
2040,LR,at the right side of,at the left side of,The hot dog is at the left side of the right side of the cup.,False,True,http://images.cocodataset.org/train2017/000000384463.jpg,False
2048,LR,right of,left of,The person is left of the refrigerator.,True,False,http://images.cocodataset.org/train2017/000000204987.jpg,False
2053,LR,right of,left of,The cow is left of the clock.,False,True,http://images.cocodataset.org/train2017/000000087264.jpg,False
2056,FB,behind,in front of,The person is in front of the dog.,False,True,http://images.cocodataset.org/train2017/000000320379.jpg,False
2059,PP,perpendicular to,parallel to,The car is parallel to the motorcycle.,True,False,http://images.cocodataset.org/train2017/000000385145.jpg,False
2061,FB,in front of,behind,The dog is behind the bed.,True,False,http://images.cocodataset.org/train2017/000000086215.jpg,False
2067,FB,in front of,behind,The remote is behind the person.,True,False,http://images.cocodataset.org/train2017/000000502933.jpg,False
2068,LR,left of,right of,The bowl is right of the pizza.,True,False,http://images.cocodataset.org/train2017/000000526536.jpg,False
2072,FB,in front of,behind,The cat is behind the person.,True,False,http://images.cocodataset.org/train2017/000000465779.jpg,False
2079,FB,behind,in front of,The pizza is in front of the sandwich.,False,True,http://images.cocodataset.org/train2017/000000040934.jpg,False
2084,FB,in front of,behind,The train is behind the car.,False,True,http://images.cocodataset.org/train2017/000000324275.jpg,False
2085,LR,at the left side of,at the right side of,The person is at the right side of the left side of the dining table.,False,True,http://images.cocodataset.org/train2017/000000172987.jpg,False
2088,FB,at the back of,in front of,The teddy bear is in front of the back of the cat.,False,True,http://images.cocodataset.org/train2017/000000360178.jpg,True
2092,LR,at the right side of,at the left side of,The bed is at the left side of the right side of the surfboard.,False,True,http://images.cocodataset.org/val2017/000000073946.jpg,True
2094,LR,right of,left of,The cow is left of the bench.,False,True,http://images.cocodataset.org/train2017/000000423455.jpg,True
2096,FB,behind,in front of,The parking meter is in front of the car.,False,True,http://images.cocodataset.org/train2017/000000372390.jpg,True
2099,LR,at the right side of,at the left side of,The donut is at the left side of the right side of the dog.,True,False,http://images.cocodataset.org/train2017/000000108113.jpg,False
2100,FF,facing,facing away from,The bird is facing away from the book.,True,False,http://images.cocodataset.org/train2017/000000176180.jpg,False
2103,FB,behind,in front of,The umbrella is in front of the cat.,True,False,http://images.cocodataset.org/train2017/000000541158.jpg,False
2109,FB,in front of,behind,The car is behind the bus.,False,True,http://images.cocodataset.org/train2017/000000557191.jpg,False
2111,FB,in front of,behind,The book is behind the train.,False,True,http://images.cocodataset.org/train2017/000000253004.jpg,False
2114,FB,behind,in front of,The person is in front of the pizza.,True,False,http://images.cocodataset.org/train2017/000000154846.jpg,False
2116,FB,in front of,behind,The parking meter is behind the car.,True,False,http://images.cocodataset.org/train2017/000000427103.jpg,False
2117,LR,right of,left of,The bowl is left of the hot dog.,True,False,http://images.cocodataset.org/train2017/000000453907.jpg,False
2120,FB,in front of,behind,The bowl is behind the apple.,True,False,http://images.cocodataset.org/train2017/000000326594.jpg,False
2122,LR,at the right side of,at the left side of,The wine glass is at the left side of the right side of the sandwich.,True,False,http://images.cocodataset.org/train2017/000000268787.jpg,False
2124,PP,parallel to,perpendicular to,The motorcycle is perpendicular to the car.,True,False,http://images.cocodataset.org/train2017/000000540187.jpg,True
2128,LR,at the right side of,at the left side of,The donut is at the left side of the right side of the person.,False,True,http://images.cocodataset.org/train2017/000000248276.jpg,False
2133,FB,in front of,behind,The book is behind the teddy bear.,False,True,http://images.cocodataset.org/train2017/000000361778.jpg,False
2135,FB,behind,in front of,The couch is in front of the person.,True,False,http://images.cocodataset.org/train2017/000000090523.jpg,False
2140,LR,at the right side of,at the left side of,The banana is at the left side of the right side of the cake.,True,False,http://images.cocodataset.org/train2017/000000285512.jpg,False
2141,PP,parallel to,perpendicular to,The bed is perpendicular to the bicycle.,True,False,http://images.cocodataset.org/train2017/000000002139.jpg,False
2146,LR,left of,right of,The laptop is right of the sandwich.,False,True,http://images.cocodataset.org/train2017/000000028320.jpg,True
2147,FB,behind,in front of,The refrigerator is in front of the cat.,True,False,http://images.cocodataset.org/train2017/000000141376.jpg,False
2149,LR,right of,left of,The oven is left of the cake.,True,False,http://images.cocodataset.org/train2017/000000524196.jpg,False
2151,FF,facing,facing away from,The bear is facing away from the person.,False,True,http://images.cocodataset.org/train2017/000000015391.jpg,False
2153,FB,in front of,behind,The cake is behind the oven.,False,True,http://images.cocodataset.org/train2017/000000315768.jpg,False
2160,FF,facing,facing away from,The person is facing away from the dining table.,True,False,http://images.cocodataset.org/train2017/000000042042.jpg,False
2162,LR,at the left side of,at the right side of,The dog is at the right side of the left side of the car.,False,True,http://images.cocodataset.org/train2017/000000160211.jpg,False
2163,LR,left of,right of,The person is right of the dining table.,False,True,http://images.cocodataset.org/train2017/000000448113.jpg,True
2165,FF,facing,facing away from,The cat is facing away from the laptop.,True,False,http://images.cocodataset.org/train2017/000000407386.jpg,False
2167,LR,right of,left of,The couch is left of the person.,False,True,http://images.cocodataset.org/train2017/000000041552.jpg,False
2169,LR,right of,left of,The cat is left of the dining table.,False,True,http://images.cocodataset.org/train2017/000000320089.jpg,False
2171,LR,at the right side of,at the left side of,The dining table is at the left side of the right side of the teddy bear.,True,False,http://images.cocodataset.org/train2017/000000108484.jpg,False
2176,FB,behind,in front of,The couch is in front of the dining table.,True,False,http://images.cocodataset.org/train2017/000000201530.jpg,False
2180,FB,behind,in front of,The oven is in front of the person.,True,False,http://images.cocodataset.org/train2017/000000578974.jpg,False
2183,FB,behind,in front of,The bed is in front of the bench.,True,False,http://images.cocodataset.org/train2017/000000017921.jpg,False
2187,FB,in front of,behind,The person is behind the parking meter.,False,True,http://images.cocodataset.org/train2017/000000431795.jpg,False
2189,FF,facing,facing away from,The bear is facing away from the teddy bear.,False,True,http://images.cocodataset.org/train2017/000000107571.jpg,False
2190,FB,in front of,behind,The truck is behind the airplane.,True,False,http://images.cocodataset.org/train2017/000000135057.jpg,False
