id,statement,relation,label,subject,object,image,heuristic_reasons,model_pred,model_disagree,final_status
7337,The person is facing the refrigerator.,facing,True,person,refrigerator,http://images.cocodataset.org/train2017/000000123622.jpg,,,,
7351,The motorcycle is parallel to the bus.,parallel to,True,motorcycle,bus,http://images.cocodataset.org/train2017/000000086169.jpg,,,,
7355,The couch is facing away from the laptop.,facing away from,True,couch,laptop,http://images.cocodataset.org/train2017/000000294679.jpg,ambiguous_noun:couch;ambiguous_noun:laptop,,,
7420,The person is facing the cake.,facing,False,person,cake,http://images.cocodataset.org/train2017/000000562664.jpg,ambiguous_noun:cake,,,
7444,The cat is facing away from the dog.,facing away from,False,cat,dog,http://images.cocodataset.org/train2017/000000526671.jpg,,,,
7476,The tv is facing the cat.,facing,True,tv,cat,http://images.cocodataset.org/train2017/000000114657.jpg,ambiguous_noun:tv,,,
7500,The car is facing the parking meter.,facing,False,car,parking meter,http://images.cocodataset.org/train2017/000000422469.jpg,,,,
7501,The cat is facing away from the backpack.,facing away from,True,cat,backpack,http://images.cocodataset.org/train2017/000000507287.jpg,ambiguous_noun:backpack,,,
7519,The bus is parallel to the motorcycle.,parallel to,False,bus,motorcycle,http://images.cocodataset.org/train2017/000000308175.jpg,,,,
7520,The dog is facing the wine glass.,facing,True,dog,wine glass,http://images.cocodataset.org/train2017/000000522288.jpg,ambiguous_noun:glass,,,
7546,The dog is facing the teddy bear.,facing,False,dog,teddy bear,http://images.cocodataset.org/train2017/000000026732.jpg,ambiguous_noun:teddy bear,,,
7558,The cow is facing away from the bus.,facing away from,True,cow,bus,http://images.cocodataset.org/train2017/000000306581.jpg,,,,
7563,The teddy bear is parallel to the cat.,parallel to,False,teddy bear,cat,http://images.cocodataset.org/train2017/000000546896.jpg,ambiguous_noun:teddy bear,,,
7596,The bus is facing the truck.,facing,False,bus,truck,http://images.cocodataset.org/train2017/000000154168.jpg,,,,
7600,The cat is facing away from the person.,facing away from,True,cat,person,http://images.cocodataset.org/train2017/000000496517.jpg,,,,
7604,The bowl is facing the person.,facing,True,bowl,person,http://images.cocodataset.org/train2017/000000036966.jpg,ambiguous_noun:bowl,,,
7605,The banana is facing the cat.,facing,True,banana,cat,http://images.cocodataset.org/train2017/000000512630.jpg,ambiguous_noun:banana,,,
7608,The suitcase is parallel to the couch.,parallel to,False,suitcase,couch,http://images.cocodataset.org/train2017/000000183202.jpg,ambiguous_noun:suitcase;ambiguous_noun:couch,,,
7639,The car is facing away from the parking meter.,facing away from,False,car,parking meter,http://images.cocodataset.org/train2017/000000447849.jpg,,,,
7665,The car is facing the motorcycle.,facing,True,car,motorcycle,http://images.cocodataset.org/train2017/000000009801.jpg,,,,
7674,The teddy bear is facing the book.,facing,False,teddy bear,book,http://images.cocodataset.org/train2017/000000148977.jpg,ambiguous_noun:book;ambiguous_noun:teddy bear,,,
7679,The person is facing the dining table.,facing,True,person,dining table,http://images.cocodataset.org/train2017/000000511221.jpg,ambiguous_noun:table,,,
